;City;Name;Ticket;Price;;ID;Room;Date;Website;;Type;Logo;Genre
0;Aarhus C;Martin Fröst og Den Danske Kvartet;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/31278/41800/;320.00 DKK;1399446015;41800;Lille Sal;2014-05-06T19:30:00;http://www.musikhusetaarhus.dk/kalender/31278/;262;Musik;http://static.billetlugen.dk/images/events/b/31278.jpg;Klassisk koncert
1;Aarhus C;KAMMERKONCERT;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/29048/46774/;85.00 - 115.00 DKK;1403593223;46774;Symfonisk Sal;2014-11-23T15:00:00;http://www.musikhusetaarhus.dk/kalender/29048/;902;Musik;http://static.billetlugen.dk/images/events/b/29048.jpg;Klassisk
1;Aarhus C;KAMMERKONCERT;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/29048/46775/;85.00 - 115.00 DKK;1403593223;46775;Symfonisk Sal;2015-01-25T15:00:00;http://www.musikhusetaarhus.dk/kalender/29048/;903;Musik;http://static.billetlugen.dk/images/events/b/29048.jpg;Klassisk
1;Aarhus C;KAMMERKONCERT;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/29048/46776/;85.00 - 115.00 DKK;1403593223;46776;Symfonisk Sal;2015-03-22T15:00:00;http://www.musikhusetaarhus.dk/kalender/29048/;904;Musik;http://static.billetlugen.dk/images/events/b/29048.jpg;Klassisk
1;Aarhus C;8000 Comedy;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33252/47481/;Gratis;1407308428;47481;Caféen;2014-08-22T16:00:00;http://www.musikhusetaarhus.dk/kalender/33252/;623;Andet;http://static.billetlugen.dk/images/events/b/33252.jpg;Gratis
1;Aarhus C;Thomas Warberg - EKSTRA SHOW;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/32738/51467/;260.00 DKK;1404370820;51467;Rytmisk Sal;2014-10-25T17:00:00;http://www.musikhusetaarhus.dk/kalender/32738/;905;Andet;http://static.billetlugen.dk/images/events/b/32738.jpg;Standup/Comedy
1;Aarhus C;The Great Guiseppe Verdi Night;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33528/47197/;445.00 - 495.00 DKK;1398322812;47197;Store Sal;2015-01-16T20:00:00;http://www.musikhusetaarhus.dk/kalender/33528/;634;Musik;http://static.billetlugen.dk/images/events/b/33528.jpg;Opera/Operette
1;Aarhus C;Svanesøen;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33538/47193/;445.00 - 495.00 DKK;1398322812;47193;Store Sal;2015-02-11T20:00:00;http://www.musikhusetaarhus.dk/kalender/33538/;635;Andet;http://static.billetlugen.dk/images/events/b/33538.jpg;Ballet
1;Aarhus C;8000 Comedy;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33252/47812/;Gratis;1407308428;47812;Caféen;2014-09-26T16:00:00;http://www.musikhusetaarhus.dk/kalender/33252/;631;Andet;http://static.billetlugen.dk/images/events/b/33252.jpg;Gratis
1;Aarhus C;8000 Comedy;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33252/47813/;Gratis;1407308428;47813;Caféen;2014-10-24T16:00:00;http://www.musikhusetaarhus.dk/kalender/33252/;632;Andet;http://static.billetlugen.dk/images/events/b/33252.jpg;Gratis
1;Aarhus C;8000 Comedy;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33252/47482/;Gratis;1407308428;47482;Caféen;2014-08-29T16:00:00;http://www.musikhusetaarhus.dk/kalender/33252/;624;Andet;http://static.billetlugen.dk/images/events/b/33252.jpg;Gratis
1;Aarhus C;8000 Comedy;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33252/47814/;Gratis;1407308428;47814;Caféen;2014-11-28T16:00:00;http://www.musikhusetaarhus.dk/kalender/33252/;633;Andet;http://static.billetlugen.dk/images/events/b/33252.jpg;Gratis
1;Aarhus C;Blood Sweat Drum +  Bass;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34229/48821/;80.00 - 110.00 DKK;1401174020;48821;Rytmisk Sal;2014-09-04T20:00:00;http://www.musikhusetaarhus.dk/kalender/34229/;832;Musik;http://static.billetlugen.dk/images/events/b/34229.jpg;Jazz
1;Aarhus C;Peter Viskinde Band;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33591/47336/;250.00 DKK;1398409215;47336;Lille Sal;2014-10-04T20:00:00;http://www.musikhusetaarhus.dk/kalender/33591/;639;Musik;http://static.billetlugen.dk/images/events/b/33591.jpg;Rock,Pop
1;Aarhus C;Familiekoncert - gratis;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33747/47560/;Gratis;1398409215;47560;Symfonisk Sal;2014-10-09T17:00:00;http://www.musikhusetaarhus.dk/kalender/33747/;640;Musik;http://static.billetlugen.dk/images/events/b/33747.jpg;null
1;Aarhus C;Familiekoncert - gratis;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33746/47559/;Gratis;1398409215;47559;Symfonisk Sal;2014-11-01T11:00:00;http://www.musikhusetaarhus.dk/kalender/33746/;641;Musik;http://static.billetlugen.dk/images/events/b/33746.jpg;null
1;Aarhus C;Hist & Her - Sanseudstilling;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34821/51455/;Gratis;1406876425;51455;Balkongalleriet;2014-09-03T10:00:00;http://www.musikhusetaarhus.dk/kalender/34821/;973;Andet;http://static.billetlugen.dk/images/events/b/34821.jpg;Familie/børn,Gratis
1;Aarhus C;Allan Olsen Solo;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33822/47860/;280.00 - 320.00 DKK;1398495614;47860;Symfonisk Sal;2014-09-20T20:00:00;http://www.musikhusetaarhus.dk/kalender/33822/;642;Musik;http://static.billetlugen.dk/images/events/b/33822.jpg;Rock,Singer/Songwriter
1;Aarhus C;Skatteøen;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33823/47861/;170.00 - 370.00 DKK;1398495614;47861;Store Sal;2015-02-27T19:00:00;http://www.musikhusetaarhus.dk/kalender/33823/;643;Musik;http://static.billetlugen.dk/images/events/b/33823.jpg;Musical,Familie/børn
1;Aarhus C;Skatteøen;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33823/47862/;170.00 - 370.00 DKK;1398495614;47862;Store Sal;2015-02-28T15:00:00;http://www.musikhusetaarhus.dk/kalender/33823/;644;Musik;http://static.billetlugen.dk/images/events/b/33823.jpg;Musical,Familie/børn
1;Aarhus C;Dansk naturpoesi og Tjajkovskijs femte;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33640/46656/;130.00 - 260.00 DKK;1401174020;46656;Symfonisk Sal;2014-12-11T19:30:00;http://www.musikhusetaarhus.dk/kalender/33640/;727;Musik;http://static.billetlugen.dk/images/events/b/33640.jpg;Klassisk koncert
1;Aarhus C;Tam Tam i Musikhuset;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/31198/41651/;275.00 - 485.00 DKK;1401951621;41651;Store Sal;2014-08-30T20:00:00;http://www.musikhusetaarhus.dk/kalender/31198/;244;Musik;http://static.billetlugen.dk/images/events/b/31198.jpg;Revy
1;Aarhus C;Hist & Her - Sanseudstilling;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34821/51458/;Gratis;1406876425;51458;Balkongalleriet;2014-09-06T10:00:00;http://www.musikhusetaarhus.dk/kalender/34821/;985;Andet;http://static.billetlugen.dk/images/events/b/34821.jpg;Familie/børn,Gratis
1;Aarhus C;Rimmer og Mørk redder verden;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34889/51709/;160.00 DKK;1406876425;51709;Filursalen;2014-08-16T20:00:00;http://www.musikhusetaarhus.dk/kalender/34889/;958;Andet;http://static.billetlugen.dk/images/events/b/34889.jpg;Standup/Comedy
1;Aarhus C;Festuge Classic 2014;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33366/46892/;225.00 - 395.00 DKK;1401174020;46892;Symfonisk Sal;2014-08-30T19:30:00;http://www.musikhusetaarhus.dk/kalender/33366/;658;Musik;http://static.billetlugen.dk/images/events/b/33366.jpg;Klassisk koncert
1;Aarhus C;Festuge Classic 2014;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33366/46893/;225.00 - 395.00 DKK;1401174020;46893;Symfonisk Sal;2014-08-31T15:00:00;http://www.musikhusetaarhus.dk/kalender/33366/;659;Musik;http://static.billetlugen.dk/images/events/b/33366.jpg;Klassisk koncert
1;Aarhus C;Tam Tam i Musikhuset;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/31198/41655/;275.00 - 485.00 DKK;1401951621;41655;Store Sal;2014-08-31T20:00:00;http://www.musikhusetaarhus.dk/kalender/31198/;246;Musik;http://static.billetlugen.dk/images/events/b/31198.jpg;Revy
1;Aarhus C;Tam Tam i Musikhuset;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/31198/41660/;275.00 - 485.00 DKK;1401951621;41660;Store Sal;2014-09-05T17:00:00;http://www.musikhusetaarhus.dk/kalender/31198/;250;Musik;http://static.billetlugen.dk/images/events/b/31198.jpg;Revy
1;Aarhus C;La boheme;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33498/47127/;205.00 - 505.00 DKK;1403334022;47127;Store Sal;2014-11-12T19:30:00;http://www.musikhusetaarhus.dk/kalender/33498/;660;Musik;http://static.billetlugen.dk/images/events/b/33498.jpg;Opera/Operette
1;Aarhus C;Trio Aurora;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34765/49888/;Gratis;1406876425;49888;Caféen;2014-08-17T13:00:00;http://www.musikhusetaarhus.dk/kalender/34765/;925;Musik;http://static.billetlugen.dk/images/events/b/34765.jpg;Klassisk koncert,Gratis
1;Aarhus C;Ruder Konges Knægte;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34768/49891/;Gratis;1406876425;49891;Foyer Syd;2014-08-19T19:30:00;http://www.musikhusetaarhus.dk/kalender/34768/;926;Musik;http://static.billetlugen.dk/images/events/b/34768.jpg;Gratis
1;Aarhus C;The Last Waltz;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/32801/45208/;250.00 DKK;1398172085;45208;Rytmisk Sal;2014-10-03T20:00:00;http://www.musikhusetaarhus.dk/kalender/32801/;480;Musik;http://static.billetlugen.dk/images/events/b/32801.jpg;Rock
1;Aarhus C;Cosi fan tutte;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33499/47134/;205.00 - 505.00 DKK;1403334022;47134;Store Sal;2015-02-05T19:30:00;http://www.musikhusetaarhus.dk/kalender/33499/;666;Musik;http://static.billetlugen.dk/images/events/b/33499.jpg;Opera/Operette
1;Aarhus C;Erasmus Montanus;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/32269/43922/;240.00 - 370.00 DKK;1398172085;43922;Store Sal;2014-11-06T20:00:00;http://www.musikhusetaarhus.dk/kalender/32269/;406;Teater;http://static.billetlugen.dk/images/events/b/32269.jpg;Teater
1;Aarhus C;Orginal;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/32503/44498/;315.00 - 340.00 DKK;1398172085;44498;Store Sal;2014-11-21T20:00:00;http://www.musikhusetaarhus.dk/kalender/32503/;355;Andet;http://static.billetlugen.dk/images/events/b/32503.jpg;Standup/Comedy
1;Aarhus C;Jenufa;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33506/47142/;335.00 - 675.00 DKK;1403334022;47142;Store Sal;2015-08-22T15:00:00;http://www.musikhusetaarhus.dk/kalender/33506/;670;Musik;http://static.billetlugen.dk/images/events/b/33506.jpg;Opera/Operette
1;Aarhus C;Jenufa;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33506/47143/;335.00 - 675.00 DKK;1403334022;47143;Store Sal;2015-08-26T19:30:00;http://www.musikhusetaarhus.dk/kalender/33506/;671;Musik;http://static.billetlugen.dk/images/events/b/33506.jpg;Opera/Operette
1;Aarhus C;Poul Krebs;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33574/47299/;295.00 DKK;1398172085;47299;Store Sal;2014-11-29T20:00:00;http://www.musikhusetaarhus.dk/kalender/33574/;600;Musik;http://static.billetlugen.dk/images/events/b/33574.jpg;Rock,Pop,Singer/Songwriter,Koncert
1;Aarhus C;Claire Martin;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33354/46877/;110.00 - 160.00 DKK;1399186813;46877;Rytmisk Sal;2014-10-05T15:00:00;http://www.musikhusetaarhus.dk/kalender/33354/;676;Musik;http://static.billetlugen.dk/images/events/b/33354.jpg;Jazz
1;Aarhus C;Poul Halberg og Friends;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33732/47543/;250.00 DKK;1399186813;47543;Rytmisk Sal;2014-10-10T20:00:00;http://www.musikhusetaarhus.dk/kalender/33732/;677;Musik;http://static.billetlugen.dk/images/events/b/33732.jpg;Rock,Pop
1;Aarhus C;Trimmet i 3-kanten;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33089/45804/;348.00 - 448.00 DKK;1398172085;45804;Store Sal;2015-04-10T20:00:00;http://www.musikhusetaarhus.dk/kalender/33089/;528;Musik;http://static.billetlugen.dk/images/events/b/33089.jpg;Show,Komedie,Satire,Teater,Koncert
1;Aarhus C;Orgelsalon;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33748/47562/;115.00 DKK;1399618816;47562;Lok 222;2014-10-30T22:00:00;http://www.musikhusetaarhus.dk/kalender/33748/;679;Musik;http://static.billetlugen.dk/images/events/b/33748.jpg;null
1;Aarhus C;Jul med Alberte;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33901/47976/;140.00 - 220.00 DKK;1399186813;47976;Lille Sal;2014-12-06T13:00:00;http://www.musikhusetaarhus.dk/kalender/33901/;685;Musik;http://static.billetlugen.dk/images/events/b/33901.jpg;Familie/børn,Jul
1;Aarhus C;BaroqueAROS;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33804/47836/;85.00 - 115.00 DKK;1399359613;47836;Symfonisk Sal;2015-01-18T14:00:00;http://www.musikhusetaarhus.dk/kalender/33804/;686;Musik;http://static.billetlugen.dk/images/events/b/33804.jpg;Klassisk koncert
1;Aarhus C;De små synger sammen;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34825/51464/;Gratis;1406876425;51464;Foyer Syd;2014-09-11T10:15:00;http://www.musikhusetaarhus.dk/kalender/34825/;930;Musik;http://static.billetlugen.dk/images/events/b/34825.jpg;Familie/børn,Gratis
1;Aarhus C;The Real Group;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/33896/47971/;267.00 DKK;1399186813;47971;Store Sal;2015-03-26T20:00:00;http://www.musikhusetaarhus.dk/kalender/33896/;687;Musik;http://static.billetlugen.dk/images/events/b/33896.jpg;Pop
2;Aarhus C;DIRTY DANCING THE MUSICAL;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34116/48702/;135.00 - 815.00 DKK;1405062024;48702;Store Sal;2015-05-10T15:00:00;http://www.musikhusetaarhus.dk/kalender/34116/;825;Musik;http://static.billetlugen.dk/images/events/b/34116.jpg;Musical
2;Aarhus C;DIRTY DANCING THE MUSICAL;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34116/48706/;135.00 - 815.00 DKK;1405062024;48706;Store Sal;2015-05-13T20:00:00;http://www.musikhusetaarhus.dk/kalender/34116/;826;Musik;http://static.billetlugen.dk/images/events/b/34116.jpg;Musical
2;Aarhus C;DIRTY DANCING THE MUSICAL;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34116/48707/;135.00 - 815.00 DKK;1405062024;48707;Store Sal;2015-05-17T15:00:00;http://www.musikhusetaarhus.dk/kalender/34116/;831;Musik;http://static.billetlugen.dk/images/events/b/34116.jpg;Musical
2;Aarhus C;Chippendales;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/31975/43365/;220.00 - 470.00 DKK;1400137220;43365;Store Sal;2014-09-27T20:00:00;http://www.musikhusetaarhus.dk/kalender/31975/;294;Andet;http://static.billetlugen.dk/images/events/b/31975.jpg;Show
4;Aarhus C;Historien om Johnny Cash;http://www.billetlugen.dk/referer/?r=266abe1b7fab4562a5c2531d0ae62171&p=/koeb/billetter/34077/48542/;Gratis;1403593223;48542;Caféen;2014-11-30T12:00:00;http://www.musikhusetaarhus.dk/kalender/34077/;771;Musik;http://static.billetlugen.dk/images/events/b/34077.jpg;Gratis